Subjectindex	Session	Fixation.Onset	Text1.Onset	Blank.Onset	Audio.Onset	Text2.Onset	If.Response	Corre.Response	Response.Onset
9	1	1882000	1884000	1887000	TRUE	1894500	TRUE	FALSE	1897111
9	1	1899500	1902500	1904500	TRUE	1913000	FALSE	FALSE	1913000
9	1	1918000	1920000	1923000	FALSE	1930000	TRUE	TRUE	1931940
9	1	1935000	1937000	1940000	TRUE	1946500	FALSE	FALSE	1946500
9	1	1951500	1953500	1956500	TRUE	1966000	FALSE	FALSE	1966000
9	1	1971000	1973000	1976000	FALSE	1982500	TRUE	TRUE	1984573
9	1	1987500	1989500	1992500	TRUE	2.00E+06	TRUE	FALSE	2002536
9	1	2005000	2007000	2010000	FALSE	2018000	TRUE	FALSE	2019933
9	1	2023000	2026000	2028000	FALSE	2036000	TRUE	TRUE	2037593
9	1	2041000	2043000	2046000	TRUE	2054500	TRUE	FALSE	2057069
9	1	2059500	2061500	2064500	FALSE	2072000	TRUE	TRUE	2073679
9	1	2077000	2080000	2082000	TRUE	2089000	TRUE	TRUE	2091546
9	1	2094000	2097000	2099000	FALSE	2105000	TRUE	TRUE	2106407
9	1	2110000	2113000	2115000	TRUE	2124500	FALSE	FALSE	2124500
9	1	2129500	2131500	2134500	TRUE	2142500	TRUE	FALSE	2145059
9	1	2147500	2149500	2152500	TRUE	2161500	TRUE	FALSE	2164121
9	1	2166500	2169500	2171500	FALSE	2180500	TRUE	TRUE	2182029
9	1	2185500	2187500	2190500	FALSE	2198000	FALSE	FALSE	2198000
9	1	2203000	2205000	2208000	TRUE	2215500	TRUE	TRUE	2218112
9	1	2220500	2222500	2225500	TRUE	2232500	TRUE	FALSE	2235062
9	1	2237500	2239500	2242500	FALSE	2250000	TRUE	TRUE	2251888
9	1	2255000	2257000	2260000	TRUE	2268000	TRUE	FALSE	2270394
9	1	2273000	2276000	2278000	FALSE	2287000	TRUE	TRUE	2288561
9	1	2292000	2294000	2297000	TRUE	2305000	TRUE	TRUE	2307823
9	1	2310000	2312000	2315000	FALSE	2325000	FALSE	FALSE	2325000
9	1	2330000	2333000	2335000	FALSE	2344000	TRUE	TRUE	2345628
9	1	2349000	2352000	2354000	TRUE	2361000	FALSE	FALSE	2361000
9	1	2366000	2369000	2371000	FALSE	2379500	TRUE	TRUE	2380947
9	1	2384500	2386500	2389500	TRUE	2397500	TRUE	TRUE	2400115
9	1	2402500	2404500	2407500	TRUE	2413500	TRUE	TRUE	2416036
9	1	2418500	2421500	2423500	FALSE	2433500	TRUE	TRUE	2435113
9	1	2438500	2441500	2443500	TRUE	2453000	FALSE	FALSE	2453000
9	1	2458000	2460000	2463000	TRUE	2472500	FALSE	FALSE	2472500
9	1	2477500	2480500	2482500	TRUE	2491500	TRUE	TRUE	2494143
9	1	2496500	2498500	2501500	FALSE	2508500	TRUE	TRUE	2510619
9	1	2513500	2515500	2518500	FALSE	2528500	TRUE	TRUE	2530308
9	1	2533500	2535500	2538500	TRUE	2546500	TRUE	TRUE	2548961
9	1	2551500	2554500	2556500	TRUE	2564000	TRUE	FALSE	2566510
9	1	2569000	2571000	2574000	FALSE	2580000	TRUE	TRUE	2581859
9	1	2585000	2587000	2590000	FALSE	2596500	TRUE	TRUE	2598443
9	1	2601500	2603500	2606500	FALSE	2612500	TRUE	FALSE	2614273
9	1	2617500	2619500	2622500	FALSE	2630000	TRUE	TRUE	2631759
9	1	2635000	2637000	2640000	TRUE	2646500	TRUE	FALSE	2649179
9	1	2651500	2654500	2656500	FALSE	2663000	FALSE	FALSE	2663000
9	1	2668000	2671000	2673000	TRUE	2681000	TRUE	TRUE	2683625
9	1	2686000	2688000	2691000	FALSE	2699500	TRUE	TRUE	2701476
9	1	2704500	2706500	2709500	FALSE	2718000	FALSE	FALSE	2718000
9	1	2723000	2726000	2728000	TRUE	2734000	TRUE	TRUE	2736422
9	1	2739000	2741000	2744000	FALSE	2750000	TRUE	TRUE	2751768
9	1	2755000	2758000	2760000	TRUE	2767500	TRUE	TRUE	2770035
9	1	2772500	2774500	2777500	FALSE	2786000	TRUE	TRUE	2787946
9	1	2791000	2794000	2796000	FALSE	2806000	TRUE	TRUE	2807451
9	1	2811000	2814000	2816000	FALSE	2824500	TRUE	TRUE	2825918
9	1	2829500	2832500	2834500	FALSE	2843000	TRUE	TRUE	2844443
9	1	2848000	2850000	2853000	FALSE	2860000	TRUE	TRUE	2862091
9	1	2865000	2868000	2870000	TRUE	2876000	TRUE	TRUE	2878455
9	1	2881000	2883000	2886000	TRUE	2893500	TRUE	TRUE	2896226
9	1	2898500	2901500	2903500	FALSE	2912000	TRUE	TRUE	2913449
9	1	2917000	2919000	2922000	TRUE	2930500	TRUE	TRUE	2933109
9	1	2935500	2938500	2940500	TRUE	2947000	TRUE	FALSE	2949747
9	1	2952000	2954000	2957000	FALSE	2964000	TRUE	TRUE	2966014
9	1	2969000	2971000	2974000	FALSE	2984000	TRUE	TRUE	2985864
9	1	2989000	2992000	2994000	TRUE	3001000	TRUE	TRUE	3003633
9	1	3006000	3009000	3011000	FALSE	3021000	TRUE	TRUE	3022601
9	1	3026000	3028000	3031000	TRUE	3040500	TRUE	TRUE	3043232
9	1	3045500	3047500	3050500	FALSE	3056500	TRUE	TRUE	3058425
9	1	3061500	3064500	3066500	TRUE	3074500	TRUE	FALSE	3077010
9	1	3079500	3081500	3084500	TRUE	3093500	FALSE	FALSE	3093500
9	1	3098500	3101500	3103500	TRUE	3112000	TRUE	TRUE	3114769
9	1	3117000	3120000	3122000	TRUE	3128000	TRUE	TRUE	3130573
9	1	3133000	3135000	3138000	FALSE	3144500	TRUE	FALSE	3146519
9	1	3149500	3151500	3154500	TRUE	3161000	TRUE	FALSE	3163619
9	1	3166000	3168000	3171000	FALSE	3177000	TRUE	TRUE	3178998
9	1	3182000	3184000	3187000	FALSE	3193000	TRUE	TRUE	3194935
9	1	3198000	3201000	3203000	TRUE	3212500	FALSE	FALSE	3212500
9	1	3217500	3219500	3222500	FALSE	3229000	TRUE	TRUE	3231033
9	1	3234000	3236000	3239000	TRUE	3245000	TRUE	TRUE	3247449
9	1	3250000	3252000	3255000	TRUE	3263000	TRUE	TRUE	3265663
9	1	3268000	3271000	3273000	FALSE	3280000	TRUE	TRUE	3281641
9	1	3285000	3287000	3290000	TRUE	3299500	TRUE	FALSE	3302132
9	1	3304500	3307500	3309500	TRUE	3317500	TRUE	FALSE	3320090
9	1	3322500	3324500	3327500	TRUE	3337000	TRUE	TRUE	3339585
9	1	3342000	3344000	3347000	TRUE	3356500	TRUE	FALSE	3358938
9	1	3361500	3363500	3366500	FALSE	3372500	TRUE	FALSE	3374354
9	1	3377500	3379500	3382500	FALSE	3392500	TRUE	TRUE	3394416
9	1	3397500	3399500	3402500	FALSE	3410500	TRUE	TRUE	3412273
9	1	3415500	3418500	3420500	FALSE	3429000	TRUE	TRUE	3430505
9	1	3434000	3437000	3439000	TRUE	3448500	FALSE	FALSE	3448500
9	1	3453500	3456500	3458500	TRUE	3466000	TRUE	TRUE	3468597
9	1	3471000	3474000	3476000	FALSE	3483000	TRUE	TRUE	3484490
9	1	3488000	3490000	3493000	FALSE	3499500	TRUE	FALSE	3501421
9	1	3504500	3507500	3509500	TRUE	3519500	TRUE	TRUE	3522196
9	1	3524500	3527500	3529500	TRUE	3536000	TRUE	TRUE	3538590
9	1	3541000	3544000	3546000	TRUE	3552000	TRUE	TRUE	3554510
9	1	3557000	3560000	3562000	FALSE	3572000	TRUE	TRUE	3573481
10	1	1000	4000	6000	TRUE	15500	FALSE	FALSE	15500
10	1	20500	22500	25500	FALSE	31500	TRUE	TRUE	33246
10	1	36500	39500	41500	FALSE	48000	TRUE	TRUE	49489
10	1	53000	55000	58000	FALSE	65500	TRUE	TRUE	67202
10	1	70500	73500	75500	TRUE	82500	TRUE	TRUE	84903
10	1	87500	89500	92500	FALSE	100500	FALSE	FALSE	100500
10	1	105500	107500	110500	TRUE	118500	TRUE	FALSE	121121
10	1	123500	125500	128500	FALSE	136500	FALSE	FALSE	136500
10	1	141500	144500	146500	FALSE	154500	TRUE	TRUE	155941
10	1	159500	161500	164500	FALSE	173500	TRUE	TRUE	175356
10	1	178500	180500	183500	FALSE	192500	TRUE	TRUE	194324
10	1	197500	200500	202500	FALSE	211000	TRUE	TRUE	212453
10	1	216000	218000	221000	TRUE	228500	TRUE	FALSE	231098
10	1	233500	236500	238500	FALSE	247000	TRUE	TRUE	248625
10	1	252000	254000	257000	FALSE	266500	TRUE	TRUE	268378
10	1	271500	274500	276500	TRUE	282500	TRUE	TRUE	285160
10	1	287500	289500	292500	TRUE	299000	TRUE	TRUE	301700
10	1	304000	307000	309000	TRUE	316000	TRUE	TRUE	318690
10	1	321000	323000	326000	FALSE	334500	FALSE	FALSE	334500
10	1	339500	341500	344500	FALSE	352500	FALSE	FALSE	352500
10	1	357500	359500	362500	TRUE	372000	FALSE	FALSE	372000
10	1	377000	380000	382000	TRUE	388500	TRUE	FALSE	391056
10	1	393500	396500	398500	FALSE	405000	FALSE	FALSE	405000
10	1	410000	412000	415000	FALSE	421500	TRUE	FALSE	423347
10	1	426500	429500	431500	TRUE	438500	TRUE	TRUE	441077
10	1	443500	445500	448500	TRUE	456500	TRUE	FALSE	458999
10	1	461500	463500	466500	TRUE	476000	TRUE	FALSE	478664
10	1	481000	483000	486000	TRUE	493000	TRUE	FALSE	495581
10	1	498000	5.00E+05	503000	FALSE	510500	TRUE	TRUE	512434
10	1	515500	518500	520500	TRUE	530500	TRUE	TRUE	533037
10	1	535500	537500	540500	TRUE	548000	TRUE	TRUE	550679
10	1	553000	555000	558000	FALSE	568000	TRUE	TRUE	570026
10	1	573000	575000	578000	TRUE	585500	FALSE	FALSE	585500
10	1	590500	593500	595500	FALSE	603000	TRUE	TRUE	604407
10	1	608000	610000	613000	TRUE	622000	TRUE	TRUE	624460
10	1	627000	630000	632000	FALSE	640500	TRUE	TRUE	641995
10	1	645500	648500	650500	TRUE	660000	TRUE	TRUE	662716
10	1	665000	668000	670000	FALSE	680000	TRUE	TRUE	681568
10	1	685000	687000	690000	FALSE	698000	TRUE	TRUE	699799
10	1	703000	705000	708000	FALSE	716500	TRUE	TRUE	718367
10	1	721500	724500	726500	TRUE	733000	TRUE	TRUE	735716
10	1	738000	741000	743000	FALSE	751000	TRUE	TRUE	752552
10	1	756000	759000	761000	TRUE	768500	TRUE	TRUE	771110
10	1	773500	776500	778500	TRUE	786000	TRUE	TRUE	788765
10	1	791000	794000	796000	TRUE	804500	TRUE	TRUE	807057
10	1	809500	812500	814500	FALSE	824000	TRUE	TRUE	825489
10	1	829000	831000	834000	FALSE	841000	TRUE	TRUE	842831
10	1	846000	848000	851000	TRUE	858000	TRUE	FALSE	860643
10	1	863000	866000	868000	TRUE	877500	TRUE	FALSE	880226
10	1	882500	885500	887500	TRUE	897500	FALSE	FALSE	897500
10	1	902500	905500	907500	TRUE	914500	TRUE	FALSE	917105
10	1	919500	922500	924500	TRUE	930500	TRUE	TRUE	933271
10	1	935500	938500	940500	FALSE	946500	FALSE	FALSE	946500
10	1	951500	954500	956500	TRUE	963500	TRUE	TRUE	966146
10	1	968500	971500	973500	TRUE	983000	TRUE	TRUE	985588
10	1	988000	990000	993000	TRUE	1002000	TRUE	TRUE	1004621
10	1	1007000	1010000	1012000	TRUE	1020000	TRUE	TRUE	1022541
10	1	1025000	1028000	1030000	FALSE	1036000	TRUE	TRUE	1037355
10	1	1041000	1044000	1046000	FALSE	1055500	TRUE	TRUE	1057092
10	1	1060500	1063500	1065500	FALSE	1071500	TRUE	TRUE	1072869
10	1	1076500	1078500	1081500	TRUE	1088500	TRUE	TRUE	1091290
10	1	1093500	1096500	1098500	TRUE	1107500	TRUE	FALSE	1110157
10	1	1112500	1115500	1117500	TRUE	1127500	TRUE	TRUE	1130152
10	1	1132500	1134500	1137500	TRUE	1144000	TRUE	TRUE	1146572
10	1	1149000	1152000	1154000	TRUE	1162500	TRUE	TRUE	1164955
10	1	1167500	1170500	1172500	TRUE	1181000	FALSE	FALSE	1181000
10	1	1186000	1188000	1191000	TRUE	1200000	FALSE	FALSE	1200000
10	1	1205000	1208000	1210000	FALSE	1218500	TRUE	TRUE	1220023
10	1	1223500	1225500	1228500	FALSE	1238000	TRUE	TRUE	1239856
10	1	1243000	1245000	1248000	FALSE	1254000	TRUE	TRUE	1255900
10	1	1259000	1261000	1264000	FALSE	1272000	FALSE	FALSE	1272000
10	1	1277000	1280000	1282000	TRUE	1290500	TRUE	FALSE	1293217
10	1	1295500	1298500	1300500	FALSE	1308000	TRUE	TRUE	1309504
10	1	1313000	1315000	1318000	FALSE	1324500	TRUE	FALSE	1326509
10	1	1329500	1332500	1334500	FALSE	1343000	TRUE	TRUE	1344278
10	1	1348000	1350000	1353000	FALSE	1362000	TRUE	FALSE	1363828
10	1	1367000	1369000	1372000	FALSE	1382000	FALSE	FALSE	1382000
10	1	1387000	1390000	1392000	FALSE	1401500	FALSE	FALSE	1401500
10	1	1406500	1408500	1411500	FALSE	1420500	TRUE	TRUE	1422406
10	1	1425500	1427500	1430500	FALSE	1439000	TRUE	TRUE	1440916
10	1	1444000	1446000	1449000	TRUE	1458500	TRUE	TRUE	1461046
10	1	1463500	1465500	1468500	TRUE	1476500	TRUE	FALSE	1479120
10	1	1481500	1483500	1486500	FALSE	1495000	TRUE	TRUE	1496716
10	1	1500000	1502000	1505000	FALSE	1513500	TRUE	TRUE	1515419
10	1	1518500	1521500	1523500	TRUE	1530500	TRUE	TRUE	1533073
10	1	1535500	1537500	1540500	TRUE	1550500	TRUE	FALSE	1553038
10	1	1555500	1558500	1560500	TRUE	1567000	TRUE	FALSE	1569573
10	1	1572000	1575000	1577000	TRUE	1587000	FALSE	FALSE	1587000
10	1	1592000	1595000	1597000	FALSE	1606000	TRUE	TRUE	1607543
10	1	1611000	1614000	1616000	TRUE	1624500	TRUE	TRUE	1627048
10	1	1629500	1632500	1634500	TRUE	1641000	TRUE	TRUE	1643640
10	1	1646000	1648000	1651000	FALSE	1661000	TRUE	FALSE	1662898
10	1	1666000	1668000	1671000	FALSE	1679500	TRUE	TRUE	1681463
10	1	1684500	1686500	1689500	FALSE	1698000	TRUE	FALSE	1699886
10	1	1703000	1705000	1708000	FALSE	1716000	FALSE	FALSE	1716000
10	1	1721000	1724000	1726000	FALSE	1733000	TRUE	TRUE	1734613
10	1	1738000	1741000	1743000	FALSE	1749500	TRUE	TRUE	1750795
10	1	1754500	1756500	1759500	FALSE	1767000	FALSE	FALSE	1767000
10	1	1772000	1775000	1777000	TRUE	1785500	FALSE	FALSE	1785500
10	1	1790500	1792500	1795500	TRUE	1803000	TRUE	FALSE	1805605
10	1	1808000	1811000	1813000	FALSE	1819000	FALSE	FALSE	1819000
10	1	1824000	1826000	1829000	TRUE	1837500	TRUE	TRUE	1839925
10	1	1842500	1845500	1847500	TRUE	1854500	TRUE	TRUE	1857140
10	1	1859500	1861500	1864500	TRUE	1872500	TRUE	FALSE	1875247
10	1	1877500	1879500	1882500	FALSE	1892000	TRUE	FALSE	1893952
10	1	1897000	1900000	1902000	FALSE	1909500	TRUE	TRUE	1911054
10	1	1914500	1917500	1919500	TRUE	1928500	TRUE	FALSE	1931047
10	1	1933500	1936500	1938500	FALSE	1945500	TRUE	TRUE	1946980
10	1	1950500	1953500	1955500	FALSE	1961500	TRUE	TRUE	1963003
10	1	1966500	1968500	1971500	TRUE	1978500	FALSE	FALSE	1978500
10	1	1983500	1986500	1988500	FALSE	1996000	TRUE	TRUE	1997446
10	1	2001000	2004000	2006000	FALSE	2013500	TRUE	FALSE	2014954
10	1	2018500	2021500	2023500	FALSE	2030000	TRUE	TRUE	2031497
10	1	2035000	2038000	2040000	TRUE	2047500	TRUE	TRUE	2050094
10	1	2052500	2055500	2057500	TRUE	2066500	FALSE	FALSE	2066500
10	1	2071500	2074500	2076500	FALSE	2084500	TRUE	TRUE	2085929
10	1	2089500	2091500	2094500	TRUE	2100500	TRUE	TRUE	2103144
10	1	2105500	2107500	2110500	FALSE	2117500	TRUE	FALSE	2119502
10	1	2122500	2125500	2127500	FALSE	2134000	TRUE	TRUE	2135428
10	1	2139000	2142000	2144000	FALSE	2151000	FALSE	FALSE	2151000
10	1	2156000	2158000	2161000	FALSE	2167500	TRUE	TRUE	2169378
10	1	2172500	2175500	2177500	FALSE	2187500	TRUE	TRUE	2188954
10	1	2192500	2195500	2197500	FALSE	2205500	TRUE	TRUE	2207140
10	1	2210500	2213500	2215500	TRUE	2225500	TRUE	TRUE	2228197
10	1	2230500	2233500	2235500	TRUE	2241500	FALSE	FALSE	2241500
10	1	2246500	2248500	2251500	TRUE	2259500	TRUE	FALSE	2262049
10	1	2264500	2267500	2269500	TRUE	2277000	TRUE	TRUE	2279555
10	1	2282000	2285000	2287000	TRUE	2295500	TRUE	TRUE	2297969
10	1	2300500	2302500	2305500	TRUE	2313000	TRUE	TRUE	2315606
10	1	2318000	2321000	2323000	TRUE	2330000	FALSE	FALSE	2330000
10	1	2335000	2338000	2340000	TRUE	2350000	TRUE	FALSE	2352553
10	1	2355000	2358000	2360000	TRUE	2367000	TRUE	FALSE	2369722
10	1	2372000	2375000	2377000	TRUE	2386500	TRUE	FALSE	2389144
10	1	2391500	2393500	2396500	TRUE	2403500	TRUE	FALSE	2406340
10	1	2408500	2410500	2413500	TRUE	2421500	FALSE	FALSE	2421500
10	1	2426500	2429500	2431500	TRUE	2438500	TRUE	TRUE	2440832
10	1	2443500	2445500	2448500	FALSE	2458500	TRUE	TRUE	2460496
10	1	2463500	2465500	2468500	TRUE	2475000	FALSE	FALSE	2475000
10	1	2480000	2483000	2485000	TRUE	2491000	TRUE	FALSE	2493513
10	1	2496000	2498000	2501000	TRUE	2510500	TRUE	TRUE	2513104
10	1	2515500	2517500	2520500	FALSE	2527000	TRUE	TRUE	2528763
10	1	2532000	2535000	2537000	TRUE	2544500	FALSE	FALSE	2544500
10	1	2549500	2551500	2554500	FALSE	2563000	FALSE	FALSE	2563000
10	1	2568000	2570000	2573000	TRUE	2579000	TRUE	TRUE	2581561
10	1	2584000	2586000	2589000	TRUE	2597000	TRUE	TRUE	2599523
10	1	2602000	2604000	2607000	TRUE	2616500	TRUE	FALSE	2619172
10	1	2621500	2624500	2626500	FALSE	2634500	TRUE	TRUE	2635992
10	1	2639500	2642500	2644500	FALSE	2654500	FALSE	FALSE	2654500
10	1	2659500	2662500	2664500	TRUE	2674500	FALSE	FALSE	2674500
10	1	2679500	2682500	2684500	TRUE	2690500	TRUE	FALSE	2693074
10	1	2695500	2697500	2700500	FALSE	2708000	TRUE	FALSE	2709770
10	1	2713000	2716000	2718000	FALSE	2724000	TRUE	TRUE	2725395
10	1	2729000	2731000	2734000	FALSE	2743500	TRUE	TRUE	2745486
10	1	2748500	2751500	2753500	TRUE	2762000	TRUE	TRUE	2764630
10	1	2767000	2769000	2772000	FALSE	2781000	TRUE	TRUE	2782968
10	1	2786000	2788000	2791000	TRUE	2798000	TRUE	TRUE	2800827
10	1	2803000	2806000	2808000	FALSE	2816000	TRUE	TRUE	2817685
10	1	2821000	2823000	2826000	TRUE	2832500	TRUE	FALSE	2835211
10	1	2837500	2839500	2842500	FALSE	2849000	TRUE	TRUE	2850690
10	1	2854000	2857000	2859000	TRUE	2865000	FALSE	FALSE	2865000
10	1	2870000	2873000	2875000	FALSE	2881000	TRUE	TRUE	2882357
10	1	2886000	2888000	2891000	FALSE	2901000	TRUE	TRUE	2902736
10	1	2906000	2909000	2911000	FALSE	2919000	FALSE	FALSE	2919000
10	1	2924000	2927000	2929000	FALSE	2939000	FALSE	FALSE	2939000
10	1	2944000	2946000	2949000	FALSE	2955000	TRUE	TRUE	2956913
10	1	2960000	2962000	2965000	FALSE	2973000	TRUE	TRUE	2974920
10	1	2978000	2980000	2983000	TRUE	2990500	TRUE	FALSE	2993139
10	1	2995500	2997500	3000500	FALSE	3006500	TRUE	FALSE	3008477
10	1	3011500	3014500	3016500	FALSE	3023000	TRUE	TRUE	3024587
10	1	3028000	3030000	3033000	TRUE	3040500	TRUE	TRUE	3043138
10	1	3045500	3048500	3050500	TRUE	3059500	TRUE	FALSE	3062177
10	1	3064500	3066500	3069500	TRUE	3077000	TRUE	FALSE	3079568
10	1	3082000	3085000	3087000	FALSE	3093500	TRUE	TRUE	3095060
10	1	3098500	3100500	3103500	FALSE	3110500	TRUE	TRUE	3112409
10	1	3115500	3117500	3120500	FALSE	3127000	FALSE	FALSE	3127000
10	1	3132000	3134000	3137000	TRUE	3144000	TRUE	FALSE	3146421
10	1	3149000	3151000	3154000	FALSE	3161000	TRUE	TRUE	3162886
10	1	3166000	3169000	3171000	FALSE	3179500	TRUE	TRUE	3181079
10	1	3184500	3186500	3189500	FALSE	3196000	TRUE	FALSE	3197967
10	1	3201000	3204000	3206000	FALSE	3214500	TRUE	TRUE	3215899
10	1	3219500	3222500	3224500	TRUE	3233500	TRUE	TRUE	3236150
10	1	3238500	3241500	3243500	FALSE	3250500	FALSE	FALSE	3250500
10	1	3255500	3257500	3260500	FALSE	3268000	TRUE	TRUE	3269911
10	1	3273000	3276000	3278000	FALSE	3285000	TRUE	TRUE	3286686
10	1	3290000	3293000	3295000	TRUE	3302000	TRUE	TRUE	3304518
10	1	3307000	3310000	3312000	TRUE	3321000	TRUE	TRUE	3323557
10	1	3326000	3329000	3331000	TRUE	3339000	TRUE	TRUE	3341763
10	1	3344000	3347000	3349000	TRUE	3357000	TRUE	TRUE	3359600
10	1	3362000	3365000	3367000	FALSE	3374500	TRUE	TRUE	3375691
10	1	3379500	3381500	3384500	TRUE	3392500	FALSE	FALSE	3392500
10	1	3397500	3400500	3402500	FALSE	3411500	FALSE	FALSE	3411500
10	1	3416500	3418500	3421500	FALSE	3427500	TRUE	TRUE	3429354
10	1	3432500	3434500	3437500	TRUE	3443500	TRUE	FALSE	3446137
10	1	3448500	3450500	3453500	FALSE	3463000	TRUE	TRUE	3464858
10	1	3468000	3471000	3473000	TRUE	3479500	TRUE	FALSE	3482115
10	1	3484500	3486500	3489500	TRUE	3496000	TRUE	FALSE	3498641
10	1	3501000	3503000	3506000	FALSE	3515500	TRUE	TRUE	3517285
10	1	3520500	3523500	3525500	FALSE	3532000	TRUE	TRUE	3533525
10	1	3537000	3540000	3542000	FALSE	3550500	TRUE	TRUE	3551863
10	1	3555500	3558500	3560500	TRUE	3567500	TRUE	TRUE	3570000
11	1	1000	3000	6000	TRUE	12500	TRUE	FALSE	14985
11	1	17500	19500	22500	FALSE	29000	TRUE	TRUE	31035
11	1	34000	36000	39000	FALSE	45000	TRUE	TRUE	46774
11	1	50000	53000	55000	FALSE	63000	TRUE	TRUE	64458
11	1	68000	71000	73000	TRUE	82500	TRUE	TRUE	85165
11	1	87500	89500	92500	TRUE	102500	TRUE	TRUE	105101
11	1	107500	109500	112500	FALSE	122000	FALSE	FALSE	122000
11	1	127000	129000	132000	FALSE	138000	TRUE	TRUE	139718
11	1	143000	145000	148000	TRUE	155500	TRUE	FALSE	158073
11	1	160500	162500	165500	FALSE	175000	TRUE	TRUE	177013
11	1	180000	183000	185000	FALSE	195000	TRUE	TRUE	196469
11	1	2.00E+05	203000	205000	FALSE	211000	TRUE	TRUE	212453
11	1	216000	219000	221000	FALSE	229000	TRUE	TRUE	230576
11	1	234000	236000	239000	TRUE	247000	TRUE	TRUE	249663
11	1	252000	255000	257000	FALSE	263500	TRUE	TRUE	264893
11	1	268500	271500	273500	TRUE	283500	TRUE	TRUE	286046
11	1	288500	290500	293500	FALSE	303500	TRUE	TRUE	305290
11	1	308500	310500	313500	FALSE	323500	TRUE	TRUE	325235
11	1	328500	331500	333500	FALSE	341500	FALSE	FALSE	341500
11	1	346500	348500	351500	TRUE	360000	TRUE	FALSE	362768
11	1	365000	368000	370000	TRUE	377500	FALSE	FALSE	377500
11	1	382500	385500	387500	TRUE	396500	TRUE	FALSE	399013
11	1	401500	404500	406500	TRUE	415000	TRUE	TRUE	417420
11	1	420000	422000	425000	TRUE	431000	TRUE	FALSE	433658
11	1	436000	438000	441000	FALSE	450500	FALSE	FALSE	450500
11	1	455500	458500	460500	TRUE	469000	TRUE	TRUE	471677
11	1	474000	476000	479000	TRUE	487000	TRUE	TRUE	489562
11	1	492000	495000	497000	FALSE	505000	TRUE	TRUE	506515
11	1	510000	512000	515000	TRUE	523500	TRUE	FALSE	525932
11	1	528500	531500	533500	TRUE	540500	TRUE	TRUE	542928
11	1	545500	547500	550500	FALSE	556500	TRUE	TRUE	558408
11	1	561500	564500	566500	TRUE	572500	TRUE	TRUE	575074
11	1	577500	580500	582500	TRUE	588500	TRUE	TRUE	591035
11	1	593500	596500	598500	TRUE	605000	TRUE	TRUE	607512
11	1	610000	613000	615000	TRUE	621500	TRUE	TRUE	623972
11	1	626500	628500	631500	FALSE	637500	TRUE	TRUE	639526
11	1	642500	645500	647500	FALSE	654500	TRUE	TRUE	656167
11	1	659500	661500	664500	FALSE	673500	TRUE	TRUE	675161
11	1	678500	680500	683500	TRUE	693000	TRUE	FALSE	695808
11	1	698000	701000	703000	TRUE	709000	TRUE	TRUE	711715
11	1	714000	717000	719000	TRUE	727000	TRUE	TRUE	729603
11	1	732000	734000	737000	TRUE	747000	TRUE	TRUE	749640
11	1	752000	754000	757000	TRUE	766000	TRUE	FALSE	768539
11	1	771000	774000	776000	FALSE	783500	FALSE	FALSE	783500
11	1	788500	790500	793500	FALSE	803500	TRUE	TRUE	805375
11	1	808500	810500	813500	FALSE	822000	FALSE	FALSE	822000
11	1	827000	830000	832000	FALSE	838000	TRUE	FALSE	839562
11	1	843000	846000	848000	FALSE	856500	TRUE	TRUE	857830
11	1	861500	863500	866500	FALSE	876500	FALSE	FALSE	876500
11	1	881500	884500	886500	TRUE	896500	TRUE	TRUE	899087
11	1	901500	903500	906500	FALSE	915000	TRUE	FALSE	916740
11	1	920000	922000	925000	FALSE	935000	TRUE	TRUE	936791
11	1	940000	943000	945000	FALSE	952500	TRUE	TRUE	954086
11	1	957500	959500	962500	TRUE	968500	TRUE	FALSE	971126
11	1	973500	975500	978500	TRUE	985000	TRUE	FALSE	987489
11	1	990000	992000	995000	TRUE	1002000	TRUE	FALSE	1004505
11	1	1007000	1010000	1012000	TRUE	1019500	TRUE	TRUE	1022200
11	1	1024500	1026500	1029500	TRUE	1037000	FALSE	FALSE	1037000
11	1	1042000	1044000	1047000	FALSE	1053500	TRUE	FALSE	1055340
11	1	1058500	1060500	1063500	TRUE	1071000	TRUE	TRUE	1073803
11	1	1076000	1079000	1081000	FALSE	1090000	TRUE	TRUE	1091646
11	1	1095000	1097000	1100000	FALSE	1109000	TRUE	TRUE	1110936
11	1	1114000	1117000	1119000	FALSE	1128000	TRUE	TRUE	1129406
11	1	1133000	1135000	1138000	TRUE	1147000	FALSE	FALSE	1147000
11	1	1152000	1155000	1157000	TRUE	1165500	TRUE	TRUE	1168079
11	1	1170500	1173500	1175500	FALSE	1182500	TRUE	TRUE	1184144
11	1	1187500	1189500	1192500	FALSE	1201500	TRUE	FALSE	1203488
11	1	1206500	1208500	1211500	FALSE	1218500	FALSE	FALSE	1218500
11	1	1223500	1225500	1228500	TRUE	1235000	FALSE	FALSE	1235000
11	1	1240000	1242000	1245000	TRUE	1254000	TRUE	FALSE	1256561
11	1	1259000	1262000	1264000	FALSE	1274000	TRUE	TRUE	1275438
11	1	1279000	1282000	1284000	TRUE	1290500	TRUE	FALSE	1293042
11	1	1295500	1298500	1300500	TRUE	1307000	FALSE	FALSE	1307000
11	1	1312000	1315000	1317000	FALSE	1323500	TRUE	TRUE	1324939
11	1	1328500	1331500	1333500	FALSE	1340000	TRUE	TRUE	1341481
11	1	1345000	1347000	1350000	FALSE	1359000	TRUE	TRUE	1360904
